
str_no_string|NO STRING!
str_npc_roland_signup_2|我 承 认 ， 合 力 一 处 的 话 我 们 可 以 推 行 更 多 的 正 义 ， 好 过 我 一 个 圣 骑 士 独 自 奋 斗 ， 尤 其 是 在 离 开 骑 士 团 以 后 。 
str_npc_kaverra_signup_2|指 一 个 凡 斯 凯 瑞 海 盗 给 我 看 ， 马 上 我 会 给 你 一 具 阉 掉 的 尸 体 ！ 
str_npc_sigismund_signup_2|我 ， 前 指 挥 官 西 吉 斯 蒙 德 · 辛 克 莱 ， 宣 誓 向 您 效 忠 ， 无 论 向 何 人 挑 战 ， 我 都 会 与 您 并 肩 战 斗 。 
str_npc_boadice_signup_2|在 成 为 女 王 以 前 我 就 是 一 个 士 兵 ， 队 长 ， 绝 不 会 有 任 何 违 令 情 况 出 现 。 当 然 ， 前 提 得 是 个 合 理 命 令 。 
str_npc_adonja_signup_response_1|很 好 ， 我 还 有 些 疑 虑 ， 但 还 是 给 你 机 会 。 如 果 发 觉 不 对 的 话 ， 你 得 马 上 走 人 。 
str_npc_leslie_signup_response_1|嗯 ， 这 是 个 开 始 。 不 过 我 怀 疑 你 盔 甲 之 内 的 胸 衣 会 引 起 别 人 太 大 的 兴 趣 。 
str_npc_ansen_signup_response_1|好 ， 我 会 教 你 战 斗 ， 绝 不 要 害 怕 。 收 拾 行 装 在 门 口 等 我 。 
str_npc_riva_signup_response_1|很 好 ， 很 荣 幸 你 能 屈 尊 加 入 我 们 ， ‘女 士’ 。 
str_npc_kassim_signup_response_1|当 然 ， 盐 在 这 里 。 
str_npc_lethaldiran_signup_response_1|听 上 去 你 的 业 务 范 围 确 实 广 泛 ， 我 雇 你 了 。 
str_npc_jocelyn_signup_response_1|你 会 是 队 伍 里 有 用 的 一 员 。 跟 着 我 们 ， 你 既 能 得 到 保 护 又 能 报 仇 。 
str_npc_alistair_signup_response_1|很 好 ， 你 能 加 入 我 们 ， 好 好 表 现 自 己 吧 。 
str_npc_rayne_signup_response_1|你 会 得 到 队 伍 里 其 他 成 员 一 样 的 待 遇 ， 要 么 就 离 开 我 们 ， 我 不 喜 欢 拽 得 没 边 的 人 。 
str_npc_julia_signup_response_1|很 好 ， 很 高 兴 你 能 加 入 我 们 。 
str_npc_frederick_signup_response_1|好 ， 好 ， 决 死 者 弗 雷 ， 你 可 以 加 入 我 们 了 。 
str_npc_ediz_signup_response_1|我 觉 得 一 个‘部 落 疯 子’也 有 可 能 成 为 我 们 团 队 中 有 用 的 一 员 。 
str_npc_sara_signup_response_1|可 以 ， 不 过 请 记 住 ， 我 雇 人 是 为 了 打 仗 ， 而 不 是 为 了 打 情 骂 俏 。 
str_npc_donavan_signup_response_1|不 错 ， 我 很 高 兴 能 找 到 你 这 样 的 。 
str_npc_diev_signup_response_1|好 ， 我 给 你 机 会 。 不 过 事 先 警 告 ， 在 战 斗 中 有 一 点 畏 缩 ， 你 就 走 人 。 
str_npc_alyssa_signup_response_1|也 许 是 我 脑 子 发 热 ， 不 过 我 还 是 要 你 了 。 
str_npc_roland_signup_response_1|达 成 一 致 ， 我 说 话 算 话 ， 先 生 。 请 尽 量 不 要 对 我 的 人 过 于 苛 刻 。 
str_npc_kaverra_signup_response_1|我 雇 你 了 ， 会 跟 下 面 的 人 讲 清 楚 的 。 
str_npc_sigismund_signup_response_1|我 接 受 你 加 入 队 伍 ， 把 握 时 间 喝 个 够 吧 。 如 果 以 后 在 值 勤 时 发 现 你 有 酒 味 ， 马 上 卷 铺 盖 走 路 。 
str_npc_boadice_signup_response_1|欢 迎 加 入 队 伍 ， ‘陛 下’ 。 
str_npc_adonja_signup_response_2|很 抱 歉 ， 亲 爱 的 ， 对 我 们 来 说 你 是 个 危 险 因 素 。 
str_npc_leslie_signup_response_2|很 抱 歉 ， 但 我 是 在 找 熟 练 战 士 而 不 是 商 人 ， 祝 你 好 运 。 
str_npc_ansen_signup_response_2|抱 歉 ， 我 所 找 的 人 跟 你 略 有 不 同 。 
str_npc_riva_signup_response_2|其 实 ， 我 不 是 在 找 自 编 家 世 的 土 匪 。 再 见 ， 夫 人 。 
str_npc_kassim_signup_response_2|转 念 一 想 ， 我 还 是 不 找 德 夏 人 了 ， 对 不 起 。 
str_npc_lethaldiran_signup_response_2|我 的 部 下 不 会 信 任 一 个 诺 多 ， 还 是 算 了 吧 。 
str_npc_jocelyn_signup_response_2|我 很 抱 歉 ， 先 生 ， 但 我 现 在 雇 不 起 更 多 的 骑 士 了 。 
str_npc_alistair_signup_response_2|山 无 棱 天 地 合 ， 才 敢 雇 你 这 个 满 嘴 跑 粪 的 黑 心 肠 。 
str_npc_rayne_signup_response_2|你 的 先 入 为 主 太 离 谱 了 ， 先 生 。 在 我 的 队 伍 里 ， 贵 族 出 身 什 么 都 不 是 ， 我 们 只 尊 重 勇 气 和 才 能 。 
str_npc_julia_signup_response_2|再 三 考 虑 ， 我 还 是 更 看 中 手 下 的 贵 族 成 员 ， 雇 佣 你 太 冒 险 了 ， 再 见 。 
str_npc_frederick_signup_response_2|抱 歉 ， 但 我 现 在 还 雇 不 起 你 。 
str_npc_ediz_signup_response_2|我 不 能 收 留 潘 德 上 每 一 个 部 落 离 群 者 ， 所 以 我 必 须 拒 绝 。 
str_npc_sara_signup_response_2|想 了 又 想 ， 你 还 是 太 危 险 了 … … 
str_npc_donavan_signup_response_2|我 不 想 在 队 伍 里 引 起 叛 乱 ， 所 以 我 必 须 拒 绝 。 再 见 ， 先 生 。 
str_npc_diev_signup_response_2|很 抱 歉 ， 但 你 不 适 合 我 的 部 队 。 祝 你 早 日 找 到 一 个 好 指 挥 官 。 
str_npc_alyssa_signup_response_2|老 实 讲 ， 我 宁 可 杀 了 你 也 不 会 雇 佣 你 。 
str_npc_roland_signup_response_2|很 抱 歉 ， 但 我 的 团 队 对 于 你 这 样 的 骑 士 来 说 德 行 有 亏 。 
str_npc_kaverra_signup_response_2|对 不 起 ， 我 不 能 失 去 任 何 一 个 部 下 ， 我 知 道 至 少 有 一 个 人 肯 定 会 冒 犯 你 的 。 
str_npc_sigismund_signup_response_2|我 的 队 伍 里 没 有 酒 鬼 的 位 置 ， 抱 歉 。 
str_npc_boadice_signup_response_2|抱 歉 ， ‘殿 下’ ， 我 得 拒 绝 。 
str_npc_adonja_payment|呃 ， 头 目 ， 我 在 旅 店 里 还 欠 了 点 房 租 ， 你 能 否 先 借 我 {reg3}第 纳 尔 把 账 给 结 了 ？ 
str_npc_leslie_payment|。 
str_npc_ansen_payment|。 
str_npc_riva_payment|太 好 了 。 在 我 离 开 前 ， 能 不 能 借 我 {reg3}第 纳 尔 ？ 我 得 赎 回 一 个 传 家 宝 ， 必 须 在 离 开 前 把 它 给 拿 回 来 。 
str_npc_kassim_payment|谢 谢 你 。 为 了 印 证 我 们 的 同 盟 ， 我 得 向 你 要 求 {reg3}第 纳 尔 。 这 是 父 亲 给 我 的 建 议 :绝 不 为 外 族 人 作 战 ， 除 非 他 能 事 先 给 你 足 够 的 金 子 。 
str_npc_lethaldiran_payment|嗯 ， 那 个 ， 只 要 {reg3}第 纳 尔 ， 你 就 可 以 有 自 己 的 诺 多 刺 客 了 。 
str_npc_jocelyn_payment|队 长 ， 在 加 入 你 之 前 ， 我 必 须 要 求 {reg3}第 纳 尔 ， 因 为 我 要 去 市 场 把 马 给 买 回 来 。 那 是 匹 好 马 ， 我 很 希 望 把 它 赎 回 来 。 
str_npc_alistair_payment|我 需 要 区 区 {reg3}第 纳 尔 ， 当 然 ， 是 在 加 入 你 以 前 。 如 果 你 无 法 负 担 我 的 服 务 ， 那 我 也 可 以 理 解 。 
str_npc_rayne_payment|不 错 。 在 我 成 为 团 队 一 员 之 前 ， 能 否 借 我 {reg3}第 纳 尔 支 付 房 钱 ？ 老 板 已 经 让 我 赊 帐 几 个 月 了 。 
str_npc_julia_payment|真 是 好 消 息 ， 但 我 有 最 后 一 个 要 求 ， 队 长 。 我 得 还 清 在 {s20}的 欠 债 ， 我 一 直 有 借 有 还 的 。 你 能 借 我 {reg3}第 纳 尔 吗 ？ 
str_npc_frederick_payment|指 挥 官 (外 语 )， 我 需 要 {reg3}第 纳 尔 作 为 服 役 奖 金 ， 绝 对 物 有 所 值 的 。 
str_npc_ediz_payment|光 荣 的 队 长 ， 在 我 开 始 追 随 您 以 前 ， 还 有 一 些 债 务 需 要 还 清 ， 必 须 向 你 要 {reg3}第 纳 尔 。 
str_npc_sara_payment|正 式 加 入 你 以 前 ， 我 在 此 逗 留 时 还 有 笔 帐 要 结 ， 差 不 多 {reg3}第 纳 尔 。 你 能 否 帮 我 付 帐 ， 作 为 友 谊 的 象 征 ？ 
str_npc_donavan_payment|啊 ， 最 后 一 点 事 情 。 在 我 加 入 队 伍 以 前 ， 需 要 一 笔 {reg3}第 纳 尔 的 奖 金 。 我 不 收 到 预 付 款 从 不 加 入 别 人 的 队 伍 。 
str_npc_diev_payment|那 么 ， 指 挥 官 ， 你 能 帮 我 付 这 里 的 账 吗 ？ 只 需 要 {reg3}第 纳 尔 。 
str_npc_alyssa_payment|{playername}， 我 必 须 坚 持 你 预 付 {reg3}第 纳 尔 作 为 服 役 奖 金 ， 因 为 在 跟 你 的 队 伍 走 以 前 我 必 须 付 清 一 些 欠 帐 。 
str_npc_roland_payment|队 长 {reg63?大 人 :女 士 }， 在 加 入 以 前 我 必 须 要 一 笔 {reg3}第 纳 尔 的 签 约 费 。 我 希 望 能 把 钱 送 到 以 前 的 骑 士 团 ， 作 为 我 马 匹 和 装 备 的 款 项 ， 这 样 他 们 就 不 能 再 说 我 是 贼 了 。 
str_npc_kaverra_payment|队 长 ， 你 能 否 从 我 的 薪 水 里 预 付 {reg3}第 纳 尔 ？ 我 要 把 老 主 人 的 货 款 还 上 。 我 一 直 没 能 把 货 带 到 市 场 里 卖 掉 ， 老 头 子 伤 不 起 啊 … … 
str_npc_sigismund_payment|指 挥 官 ， 你 可 不 可 以 付 我 {reg3}第 纳 尔 的 签 约 金 ？ 我 在 旅 店 里 的 账 目 有 点 困 难 。 
str_npc_boadice_payment|我 必 须 要 求 你 付 我 {reg3}第 纳 尔 ， 立 刻 支 付 现 金 的 那 种 。 
str_npc_adonja_payment_response|给 你 {reg3}第 纳 尔 。 叫 我‘队 长’吧 ， 靠 ， 不 是‘头 目’ ， 我 可 不 是 什 么 嗜 血 的 劫 掠 酋 长 ！ 
str_npc_leslie_payment_response|。 
str_npc_ansen_payment_response|。 
str_npc_riva_payment_response|当 然 ， 这 里 是 {reg3}第 纳 尔 。 
str_npc_kassim_payment_response|这 里 是 {reg3}第 纳 尔 ， 你 的 第 一 笔 工 资 。 
str_npc_lethaldiran_payment_response|很 好 ， 给 你 {reg3}第 纳 尔 ， 最 好 保 证 你 自 己 值 回 票 价 。 
str_npc_jocelyn_payment_response|当 然 ， 骑 士 先 生 。 我 也 有 相 同 的 看 法 ， 这 里 是 {reg3}第 纳 尔 。 
str_npc_alistair_payment_response|靠 ， 你 对 自 己 评 价 真 高 好 吧 ， 我 同 意 给 你 {reg3}第 纳 尔 。 
str_npc_rayne_payment_response|很 好 ， 这 里 是 {reg3}第 纳 尔 。 
str_npc_julia_payment_response|当 然 ， {reg3}第 纳 尔 。 
str_npc_frederick_payment_response|好 吧 ， 但 你 最 好 确 实 做 到 你 所 说 的 好 士 兵 的 每 一 方 面 。 
str_npc_ediz_payment_response|行 ， 这 是 钱 。 
str_npc_sara_payment_response|当 然 ， {reg3}第 纳 尔 ， 准 备 出 发 。 
str_npc_donavan_payment_response|行 ， {reg3}第 纳 尔 ， 欢 迎 加 入 队 伍 。 
str_npc_diev_payment_response|很 好 ， 我 愿 意 付 钱 ， 但 你 最 好 证 明 这 笔 投 资 是 值 得 的 。 
str_npc_alyssa_payment_response|好 ， 给 你 {reg3}第 纳 尔 作 为 服 役 奖 金 。 
str_npc_roland_payment_response|嗯 ， 我 猜 想 圣 骑 士 也 不 会 便 宜 ， 为 骑 士 团 准 备 的 {reg3}第 纳 尔 。 
str_npc_kaverra_payment_response|当 然 ， 这 是 {reg3}第 纳 尔 预 付 。 
str_npc_sigismund_payment_response|请 不 要 告 诉 我 这 只 是 你 的 酒 吧 账 单 ！ 我 会 付 给 老 板 钱 的 。 
str_npc_boadice_payment_response|我 估 摸 着 要 雇 一 个 女 王 也 不 便 宜 ， 你 的 {reg3}第 纳 尔 。 
str_npc_adonja_morality_speech|头 目 ， 呃 ， 队 长 ， {s21}这 种 事 情 ， 对 部 落 的 ， 呃 ， 部 队 的 士 气 不 好 ， 我 不 喜 欢 这 样 。 
str_npc_leslie_morality_speech|我 希 望 你 不 介 意 我 这 样 说 ， {reg63?先 生 :夫 人 }， 但 我 痛 恨 {s21}。 可 能 我 应 该 心 肠 更 硬 一 点 ， 但 如 果 我 们 能 够 不 时 表 现 出 一 点 仁 慈 的 话 ， 我 会 睡 得 更 好 。 我 不 想 队 伍 变 成 迦 图 人 那 样 ， 他 们 以 杀 人 为 乐 。 
str_npc_ansen_morality_speech|也 许 我 这 样 说 有 点 不 礼 貌 ， {reg63?大 人 :女 士 }， 但 我 承 认 对 {s21}感 到 震 惊 。 我 意 识 到 战 争 是 残 酷 的 ， 但 我 们 不 需 要 使 之 变 得 更 恶 毒 。 
str_npc_riva_morality_speech|对 不 起 ， {reg63?先 生 :夫 人 }， 只 是 让 您 知 道 ， 我 加 入 的 队 伍 从 不 {s21}。 如 果 您 以 后 继 续 类 似 行 为 的 话 ， 我 会 很 不 高 兴 的 。 
str_npc_kassim_morality_speech|请 听 我 说 {reg63?巴 哈 德 :女 士 (外 语 )}， {s21}是 不 对 的 。 你 的 首 要 任 务 是 对 向 你 效 忠 的 人 负 责 。 至 少 他 们 应 该 得 到 食 物 、 薪 水 和 掠 夺 的 机 会 ， 并 且 你 不 应 无 谓 地 浪 费 他 们 的 生 命 。 
str_npc_lethaldiran_morality_speech|队 长 ， 我 们 诺 多 从 不 {s21}。 我 建 议 下 次 在 战 场 上 多 动 脑 子 少 浮 躁 。 
str_npc_jocelyn_morality_speech|队 长 ， 你 究 竟 想 怎 么 样 ？ 怎 么 会 发 生 {s21}的 事 情 ？ 
str_npc_alistair_morality_speech|我 很 惊 讶 你 会 {s21}！ 整 个 部 队 的 荣 誉 都 被 你 玷 污 了 。 
str_npc_rayne_morality_speech|“ 高 尚 的 ” {reg63?先 生 :小 姐 }， 我 不 能 认 同 你 {s21}的 方 式 。 我 们 骑 士 无 惧 死 亡 ， 但 绝 不 做 不 名 誉 的 事 情 。 请 不 要 让 我 为 在 你 手 下 服 务 感 到 羞 耻 。 
str_npc_julia_morality_speech|十 分 抱 歉 ， 队 长 {reg63?大 人 :夫 人 }。 我 不 能 说 我 乐 意 看 到 我 们 {s21}， 那 些 只 是 普 通 的 百 姓 ， 试 图 在 乱 世 中 求 生 。 如 果 我 们 能 对 那 些 苦 命 人 宽 容 一 点 ， 队 长 ， 我 会 更 好 受 些 的 。 
str_npc_frederick_morality_speech|指 挥 官 大 人 (外 语 )， 我 必 须 对 {s21}这 种 如 此 非 军 人 的 行 为 作 出 抗 议 ！ 我 对 你 的 行 为 很 不 满 意 。 
str_npc_ediz_morality_speech|我 不 会 再 次 容 忍 你 的 懦 弱 行 为 ， {s21}对 我 们 来 说 简 直 是 诅 咒 。 
str_npc_sara_morality_speech|队 长 大 人 ， 如 果 能 够 避 免 ， 我 宁 可 不 要 {s21}。 潘 德 是 个 小 地 方 ， 名 声 对 我 很 重 要 。 如 果 我 的 对 手 把 这 个 不 幸 事 件 编 成 嘲 讽 歌 曲 ， 我 会 感 到 被 羞 辱 的 。 
str_npc_donavan_morality_speech|我 不 会 再 次 {s21}了 。 没 有 一 个 带 有 这 种 污 名 的 人 会 被 手 下 畏 惧 或 者 尊 重 。 
str_npc_diev_morality_speech|靠 ， 指 挥 官 。 我 可 能 会 去 偷 猎 ， 但 我 这 辈 子 绝 不 会 去 {s21}。 
str_npc_alyssa_morality_speech|你 为 什 么 要 {s21}？ 你 的 行 为 越 来 越 不 光 彩 了 ， 在 这 个 队 伍 里 真 丢 人 。 
str_npc_roland_morality_speech|对 不 起 ， 队 长 {reg63?大 人 :女 士 }， 我 加 入 队 伍 是 为 了 跟 无 法 无 天 和 非 正 义 战 斗 ， 不 是 为 了 {s21}！ 我 以 后 会 拒 绝 执 行 这 样 的 行 动 。 
str_npc_kaverra_morality_speech|队 长 ， 我 不 喜 欢 {s21}， 你 应 该 了 解 这 个 情 况 ！ 你 这 样 的 人 不 该 做 这 种 事 情 ， 我 希 望 你 不 会 重 犯 ！ 
str_npc_sigismund_morality_speech|指 挥 官 ， 你 到 底 在 想 什 么 ， 命 令 我 们 的 部 队 {s21}这 样 做 太 可 耻 了 ！ 
str_npc_boadice_morality_speech|你 居 然 {s21}， 队 长 ， 我 对 你 非 常 失 望 。 
str_npc_adonja_2ary_morality_speech|你 看 看 ， 头 目 ， 呃 ， 队 长 ， 我 对 {s21}感 到 很 羞 耻 ， 这 种 事 情 在 队 伍 里 影 响 很 坏 。 
str_npc_leslie_2ary_morality_speech|{reg63?先 生 :夫 人 }， 我 对 于 {s21}感 到 很 不 开 心 。 我 是 一 个 商 人 ， 我 们 的 话 是 承 诺 。 我 不 想 要 一 个 不 诚 实 的 名 声 ， 这 对 于 我 们 商 人 是 致 命 的 。 
str_npc_ansen_2ary_morality_speech|{reg63?大 人 :女 士 }， 我 觉 得 你 让 我 们 {s21}的 决 定 很 不 名 誉 ， 这 种 行 为 我 很 不 认 同 。 
str_npc_riva_2ary_morality_speech|对 不 起 ， 我 不 赞 同 {s21}， 无 论 你 有 什 么 不 得 不 如 此 的 原 因 。 
str_npc_kassim_2ary_morality_speech|{reg63?巴 哈 德 :女 士 (外 语 )}， 当 你 命 令 我 们 {s21}， 它 触 动 了 我 这 个 德 夏 人 的 心 弦 ， 我 很 不 开 心 。 
str_npc_lethaldiran_2ary_morality_speech|队 长 ， 就 是 让 你 知 道 ， 虽 然 我 不 介 意 {s21}， 但 即 使 是 敌 人 也 很 少 会 这 样 干 。 
str_npc_jocelyn_2ary_morality_speech|我 是 一 个 骑 士 ， 不 是 一 个 懦 夫 ， 而 队 伍 里 肯 定 有 人 是 。 因 为 你 {s21}， 你 自 己 离 懦 夫 也 不 远 。 
str_npc_alistair_2ary_morality_speech|你 是 不 是 失 去 了 仅 存 的 一 点 判 断 力 ， 像 那 样 {s21}？ 老 实 说 ， 你 有 时 真 让 我 惊 讶 。 
str_npc_rayne_2ary_morality_speech|高 尚 的 {reg63?先 生 :小 姐 }， 我 对 你 {s21}感 到 很 失 望 。 一 位 {reg63?绅 士 :淑 女 }应 该 在 任 何 时 候 都 坚 持 最 高 的 道 德 水 准 。 
str_npc_julia_2ary_morality_speech|队 长 大 人 ， 我 不 喜 欢 你 {s21}这 个 事 情 。 如 果 你 对 手 下 够 好 ， 那 么 他 们 也 会 给 予 回 报 。 
str_npc_frederick_2ary_morality_speech|当 不 屈 不 挠 和 战 术 策 略 可 以 赢 得 胜 利 的 时 候 ， 你 选 择 了 {s21}， 我 真 受 够 了 。 
str_npc_ediz_2ary_morality_speech|队 长 大 人 ， {s21}比 暗 杀 更 糟 糕 ！ 我 来 潘 德 是 为 了 重 新 赢 得 荣 誉 ， 不 是 来 被 进 一 步 玷 污 荣 誉 的 。 
str_npc_sara_2ary_morality_speech|噢 ， 无 畏 的 人 ， 当 你 {s21}的 时 候 真 是 让 我 失 望 ， 小 心 我 对 此 写 一 首 歌 谣 ！ 
str_npc_donavan_2ary_morality_speech|我 真 没 想 到 你 会 {s21}， 指 挥 官 ， 我 不 能 说 对 你 的 所 作 所 为 感 到 开 心 。 
str_npc_diev_2ary_morality_speech|所 以 ， 你 认 为 {s21}是 最 好 的 行 动 ？ 我 不 觉 得 我 能 认 同 。 
str_npc_alyssa_2ary_morality_speech|在 拜 蛇 教 里 ， 选 择 {s21}的 话 ， 甚 至 会 被 认 定 为 连 作 女 神 祭 品 都 不 合 格 。 
str_npc_roland_2ary_morality_speech|你 {s21}的 行 为 让 我 感 到 非 常 悲 伤 ， 我 一 直 把 你 想 得 更 好 。 
str_npc_kaverra_2ary_moralilty_speech|我 知 道 我 不 是 淑 女 出 身 ， 但 还 是 明 白 对 错 ， 即 使 装 腔 势 的 贵 族 也 该 如 此 ， 而 且 应 该 做 得 更 好 。 我 绝 不 会 {s21}， 你 也 应 当 如 此 。 
str_npc_sigismund_2ary_morality_speech|没 有 一 个 像 样 的 指 挥 官 会 {s21}！ 你 这 次 让 我 极 端 失 望 。
str_npc_boadice_2ary_morality_speech|一 个 菲 卡 维 亚 军 官 如 果 做 出 这 种 事 情 ， 一 定 会 当 场 拔 剑 自 刎 ， 她 绝 对 不 会 {s21}。 你 对 指 挥 官 这 称 号 造 成 了 损 害 。 
str_npc_adonja_personalityclash_speech|头 目 ， 呃 ， 队 长 ， 我 对 {s11}在 背 后 经 常 叫 我 荡 妇 劫 掠 者 这 种 做 法 并 不 欣 赏 ， 而 且 他 老 是 故 意 在 我 面 前 打 开 钱 包 点 钱 。 
str_npc_leslie_personalityclash_speech|{reg63?先 生 :夫 人 }， {s11}是 个 变 态 虐 待 狂 ， 一 直 折 磨 小 狗 ， 没 事 时 还 会 拔 苍 蝇 翅 膀 ， 我 希 望 你 把 他 赶 走 。 
str_npc_ansen_personalityclash_speech|队 长 ， {s11}一 直 对 我 趾 高 气 扬 而 且 粗 鲁 ， 我 必 须 抗 议 她 叫 我‘小 安 森’和‘傻 孩 子’ 。 
str_npc_riva_personalityclash_speech|{reg63?先 生 :夫 人 }， 我 的 家 系 是 不 该 受 到 指 责 的 ， 我 的 家 族 是 潘 德 最 古 老 最 受 尊 敬 的 传 承 之 一 。 但 {s11}公 开 对 我 不 尊 重 ， 且 对 我 的 背 景 表 示 怀 疑 。 
