
qstr_Next_Page|下 一 页 
qstr__{s2}_It_never_cease|{s2}人 们 知 道 且 愿 意 分 享 的 消 息 总 是 能 给 我 带 来 惊 喜 。 
qstr__{s2}_I_know_you_wil|{s2}我 知 道 ， 你 会 发 现 这 至 少 有 点 用 ！ 
qstr__{s2}_Perhaps_I_will|{s2}也 许 我 会 在 这 儿 待 久 一 点 ， 因 为 旅 行 已 经 变 得 越 来 越 危 险 ！ 
qstr__{s2}_Please_use_wha|{s2}请 好 好 使 用 我 将 要 告 诉 你 的 讯 息 ！ 
qstr__a_little_morsel|一 点 佳 肴 
qstr__a_nasty_little_rumo|一 个 令 人 讨 厌 的 小 谣 言 
qstr__an_interesting_yarn|一 则 有 趣 的 轶 事 
qstr__a_tidbit_of_interes|有 兴 趣 的 珍 稀 新 闻 
qstr__a_whisper_of_inform|耳 语 的 讯 息 
qstr__a_second_hand_story|二 手 的 故 事 
qstr__some_secret_gossip|一 些 秘 密 的 八 卦 消 息 
qstr__Ah!_Hello_Captain.|啊 ！ 你 好 ， 队 长 。 
qstr__Aye.._that_I_have.|唉 ， 确 实 。 
qstr__You_are_in_luck.|你 很 走 运 。 
qstr__Yes_my_{reg63?Lord:|是 的 ， {reg63?大 人 :女 士 }， 确 实 。 
qstr__Please_keep_your_voi|请 小 声 点 ， 我 的 朋 友 ！ 
qstr__Aye_I_have_an_ear_a|是 呀 ， 我 有 一 个 故 事 ， 告 诉 你 。 
qstr__My_{reg63?lord:Lady}|请 小 声 点 ， {reg63?大 人 :女 士 }， 你 和 我 都 还 不 想 死 对 吧 ？ 
qstr__Well_met_my_{reg63?l|幸 会 ， {playername}{reg63?大 人 :女 士 }。 如 果 被 兄 弟 会 发 现 我 在 出 售 这 些 绝 密 讯 息 ， 他 们 会 杀 了 我 俩 的 ！ 
qstr__{reg63?Lord:Lady}_{p|{playername}{reg63?大 人 :女 士 }， 你 真 走 运 。 
qstr__Preserve_me_from_sh|饶 了 我 吧 ， 诸 神 会 保 佑 你 ， 我 有 你 想 要 的 ！ 
qstr__{s10}__I_was_told{s9|{s10}因 为 很 多 人 都 信 任 我 ， 所 以 我 被 告 知 {s9}。 
qstr__{s10}__Yes_this_mus|{s10}是 的 ， 这 不 能 泄 露 给 第 三 个 人 知 道 啊 ， 我 碰 到 了 {s9}。 
qstr__{s10}__I_was_fortun|{s10}我 碰 巧 听 到 了 {s9}。 
qstr__{s10}__I_was_in_the|{s10}我 凑 巧 听 到 了 {s9}。 
qstr__{s10}__I_did_come_a|{s10}我 碰 到 了 {s9}， 可 能 对 你 有 价 值 。 
qstr__{s10}__Well{s9}_was_|{s10}好 ， 有 人 告 诉 我 ， {s9}。 
qstr__{s2}_I_meet_all_sor|{s2}在 我 的 工 作 中 我 遇 上 过 很 多 人 ， 只 要 不 会 有 坐 牢 的 风 险 他 们 都 喜 欢 爆 料 。 
qstr__{s2}_I_hope_that_th|{s2}我 希 望 ， 这 些 讯 息 对 你 是 有 帮 助 的 。 
qstr__{s2}_This_is_someth|{s2}这 一 点 是 我 的 同 事 愿 意 听 到 的 ， 只 是 让 你 知 道 。 
qstr__{s2}_I_am_glad_that|{s2}我 很 高 兴 你 能 看 透 对 方 ， 人 不 都 是 看 上 去 那 样 的 。 
qstr__{s2}_I_put_myself_i|{s2}和 你 说 话 很 危 险 ， 或 许 ， 一 点 小 钱 可 以 让 我 们 说 下 去 … … 
qstr__{s2}_Let_us_keep_th|{s2}让 我 们 继 续 讨 论 我 们 自 己 ， 对 吧 ？ 
qstr__{s2}_By_the_way_be_|{s2}顺 便 告 诉 你 ， 小 心 自 己 的 脑 袋 ， 兄 弟 会 已 询 问 到 了 一 些 关 于 你 的 讯 息 。 
qstr__{s2}_I_must_make_a_|{s2}我 要 把 这 一 讯 息 报 告 给 兄 弟 会 ， 但 我 先 告 诉 了 你 。 
qstr__{s2}_Please_tell_no|{s2}请 不 要 告 诉 任 何 人 ， 不 然 兄 弟 会 会 找 我 们 的 麻 烦 。 
qstr__a_little_rumor|一 点 谣 言 
qstr__a_tale|一 个 故 事 
qstr__a_sliver_of_informa|一 条 讯 息 
qstr__some_gossip|一 些 留 言 
qstr__Ah!_Well_met_{reg63|啊 ， 幸 会 ， {playername}{reg63?大 人 :女 士 }。 
qstr__Yes_indeed_I_have_h|是 的 ， 我 听 到 了 一 些 消 息 。 
qstr__Greetings_my_{reg63|幸 会 ， {reg63?大 人 :女 士 }。 
qstr__Yes_my_{reg63?Lord:L|是 的 ， {reg63?大 人 :女 士 }， 我 为 你 带 来 了 些 消 息 。 
qstr__Favor_smiles_upon_y|上 天 庇 佑 {reg63?你 ， 大 人 :你 ， 女 士 }。
qstr__Aye_my_{reg63?Lord:|哎 ， {reg63?大 人 :女 士 }， 我 听 到 了 些 消 息 。 
qstr__My_{reg63?lord:Lady}_|{reg63?大 人 :女 士 }， 我 正 有 些 有 价 值 的 消 息 要 和 你 分 享 呢 。 
qstr__Well_met_my_{reg63?lo|幸 会 ， {playername}{reg63?大 人 ， 你 :女 士 ， 你 }真 走 运 。 
qstr__{reg63?Lord:Lady}_{pl|{playername}{reg63?大 人 ， 你 :女 士 ， 你 }真 走 运 。 
qstr__Not_that_I_indulge_|我 并 不 是 沉 迷 于 造 谣 ， {reg63?大 人 :女 士 }， 我 确 实 听 到 了 些 消 息 。 
qstr__{s10}__I_was_told{s9}|{s10}我 被 告 知 {s9}， 这 使 得 我 想 起 你 。 
qstr__{s10}__Yes{s9}_was_|{s10}是 的 ， {s9}有 人 告 诉 了 我 ， 我 记 住 了 。 
qstr__{s10}__I_overheard{|{s10}我 无 意 中 听 到 了 {s9}， 我 很 幸 运 地 记 下 了 。 
qstr__{s10}__I_was_inform|{s10}我 被 通 知 {s9}， 这 可 能 激 起 你 的 兴 趣 。 
qstr__{s2}_Usually_I_am_t|{s2}通 常 我 太 忙 了 ， 不 会 注 意 这 种 留 言 。 
qstr__{s2}_I_hope_that_yo|{s2}我 希 望 您 觉 得 他 有 用 。 
qstr__{s2}_I_do_hope_that|{s2}我 希 望 您 觉 得 这 些 有 用 。 
qstr__{s2}_Makes_me_wonder|{s2}我 不 知 道 城 池 之 外 潜 伏 着 什 么 危 险 。 
qstr__{s2}_I_have_gained_|{s2}我 认 识 到 您 所 面 临 的 危 险 ！ 
qstr__{s2}_It_is_my_duty_|{s2}为 您 服 务 是 我 最 大 的 荣 幸 ， {reg63?大 人 :女 士 }， 我 希 望 您 非 常 需 要 这 则 消 息 。 
qstr__{s2}_By_the_way_my_|{s2}顺 便 告 诉 您 ， {reg63?大 人 :女 士 }， 路 上 当 心 ！ 
qstr__{s2}_The_castle_is_|{s2}城 堡 里 很 忙 ， {reg63?大 人 :女 士 }， 通 常 我 抽 不 出 时 间 去 搜 集 这 种 类 型 的 讯 息 ！ 
qstr__{s2}_Even_I_found_t|{s2}我 找 到 有 趣 的 消 息 了 ， {reg63?大 人 :女 士 }！ 
qstr_{s2}_It_s_regarding_|{s2}这 是 关 于 {s14}。 {s4}
qstr_{s2}_{s4}_about_{s14|{s2}{s4}是 关 于 {s14}。 
qstr_{s2}_{s4}_regarding_|{s2}{s4}是 关 于 {s14}。 
qstr_{s2}_{s4}_concerning|{s2}{s4}是 关 于 {s14}。 
qstr_{s2}_My_informant_{s|{s2}我 有 个 消 息 ， {s11}告 诉 我 {s9}， 是 关 于 {s14}。 
qstr_{s2}_It_s_{s9}_from_|{s2}这 是 从 {s11}得 来 的 {s9}， 是 关 于 {s14}。 
qstr_{s3}_{s4}_{s34}|{s3}{s4}{s34}
qstr_a_story|一 个 故 事 
qstr_a_tale|一 个 故 事 
qstr_a_rumor|一 个 谣 言 
qstr_a_piece_of_gossip|一 则 留 言 
qstr_an_intriguing_story|一 个 耐 人 寻 味 的 故 事 
qstr_a_piece_of_informati|一 段 讯 息 
qstr_a_fascinating_tale|一 个 引 人 入 胜 的 故 事 
qstr_a_yarn|一 则 轶 事 
qstr_an_interesting_story|一 个 很 有 趣 的 故 事 
qstr_an_interesting_rumor|一 个 有 趣 的 留 言 
qstr_a_sordid_tale|一 个 极 其 肮 脏 的 故 事 
qstr_{s50}|{s50}
qstr_a_nameless_acquainta|一 个 没 有 名 字 的 熟 人 
qstr_conducting_business_|正 开 展 我 们 并 不 讨 论 的 业 务 时 
qstr_waiting_to_meet_some|正 等 着 见 某 人 时 
qstr_waiting_for_someone|正 等 待 某 人 时 
qstr_someone_who_shall_no|一 个 不 知 道 名 字 的 人 
qstr_hurrying_to_meet_som|正 急 于 会 见 某 个 重 要 的 人 时 
qstr_was_collecting_somet|正 在 找 他 的 东 西 时 
qstr_avoiding_the_militia|正 躲 避 市 民 自 卫 队 时 
qstr_a_person_best_not_na|一 个 最 好 不 要 被 提 到 的 人 
qstr_hurrying_to_meet_a_f|正 急 于 见 朋 友 时 
qstr_waiting_to_meet_an_a|正 等 待 某 位 同 事 时 
qstr_hiding_to_avoid_bein|正 隐 藏 起 来 ， 以 避 免 被 人 跟 踪 时 
qstr_a_person_who_is_best|一 个 最 好 在 阴 影 中 藏 匿 的 人 
qstr_waiting_to_receive_a|正 等 待 接 收 下 一 个 报 告 时 
qstr_on_the_way_to_meet_a|正 在 会 见 某 人 的 路 上 时 
qstr_waiting_to_meet_one_|正 等 待 与 某 人 见 面 时 
qstr_an_acquaintance|一 个 熟 人 
qstr_minding_his_own_busi|正 忙 着 自 己 的 事 情 时 
qstr_not_paying_much_atte|正 不 很 留 神 时 
qstr_an_acquaintance_name|一 个 叫 做 {s12}的 熟 人 
qstr_doing_some_chores|正 在 做 一 些 杂 务 时 
qstr_going_to_meet_someon|正 去 会 见 某 人 时 
qstr_{s12}_an_acquaintanc|我 的 一 位 的 老 朋 友 ， 叫 做 {s12}， 
qstr_a_mercenary_calling_|一 个 雇 佣 兵 ， 自 称 他 为 {s12}， 
qstr_waiting_for_his_capt|正 等 待 他 的 队 长 时 
qstr_looking_for_some_ent|正 想 办 法 找 点 乐 子 时 
qstr_looking_for_his_swor|正 寻 找 他 的 斗 剑 队 友 时 
qstr_heading_to_town_to_s|正 在 城 市 里 找 工 作 时 
qstr_on_a_scouting_missio|正 为 队 长 去 巡 逻 时 
qstr_looking_for_his_capt|正 寻 找 他 的 队 长 时 
qstr_a_strange_traveler|一 个 古 怪 的 旅 行 者 
qstr_looking_for_somewher|正 在 寻 找 有 食 物 的 地 方 时 
qstr_wandering_the_town|正 在 城 市 里 闲 逛 时 
qstr_resting_on_the_side_|正 在 大 街 上 睡 觉 时 
qstr_cooking_some_hens_ov|正 在 篝 火 上 烤 鸡 时 
qstr_walking_along_the_ro|正 在 路 边 等 待 时 
qstr_a_traveler_named_{s1|一 个 叫 做 {s12}的 旅 行 者 ， 
qstr_looking_for_somethin|正 在 找 一 些 食 物 时 
qstr_exploring|正 在 探 索 时 
qstr_making_camp_along_th|正 在 路 边 搭 帐 篷 时 
qstr_breaking_camp|正 在 搞 坏 帐 篷 时 
qstr_walking_with_a_group|正 与 一 群 难 民 同 行 时 
qstr_a_refugee|一 个 难 民 
qstr_looking_for_shelter|正 在 寻 求 庇 护 时 
qstr_heading_to_the_next_|正 要 去 下 一 个 城 市 时 
qstr_a_young_hunter_named|一 个 叫 {s12}的 青 年 猎 人 
qstr_waiting_for_another_|正 等 待 着 另 一 个 猎 人 时 
qstr_preparing_to_go_on_a|正 准 备 继 续 狩 猎 时 
qstr_heading_out_of_the_t|正 前 往 小 镇 时 
qstr_looking_for_game|正 寻 找 着 有 什 么 比 赛 时 
qstr_a_traveling_merchant|一 位 旅 行 商 人 
qstr_waiting_for_his_appr|正 等 待 着 他 的 徒 弟 时 
qstr_moving_inventory_ont|正 在 将 仓 库 的 货 物 移 到 他 的 马 车 上 时 
qstr_looking_for_his_cara|正 寻 找 他 的 车 队 护 卫 时 
qstr_heading_to_town_to_se|正 去 城 市 里 卖 他 的 商 品 时 
qstr_riding_along_the_roa|正 沿 道 路 骑 着 马 时 
qstr_a_merchant_named_{s1|一 位 叫 做 {s12}的 商 人 
qstr_looking_for_his_appr|正 寻 找 着 他 的 同 伴 时 
qstr_meeting_a_money_lend|正 在 会 见 债 主 时 
qstr_waiting_for_a_custom|正 在 等 待 顾 客 时
qstr_making_camp|正 在 整 理 帐 篷 时
qstr_a_wandering_Knight_o|一 个 正 在 漫 游 的 黎 明 骑 士 
qstr_looking_for_his_squi|正 寻 找 他 的 乡 绅 时 
qstr_tending_to_his_horse|正 在 照 看 着 他 的 马 时 
qstr_patrolling_the_stree|在 大 街 上 巡 逻 时 
qstr_helping_some_refugee|正 帮 助 一 些 难 民 时 
qstr_patrolling_the_road|正 在 道 路 上 巡 逻 时 
qstr_an_adventurer_callin|一 个 自 称 {s12}的 冒 险 家 
qstr_looking_for_his_frie|正 在 寻 找 他 的 朋 友 时 
qstr_resting_under_a_tree|正 在 路 边 的 树 下 休 息 时 
qstr_an_abbot_called_{s12|一 位 名 叫 {s12}的 修 士 
qstr_rushing_to_the_aid_o|正 赶 往 等 待 救 援 的 一 个 生 病 的 朋 友 那 里 时 
qstr_helping_refugees|正 在 帮 助 难 民 时 
qstr_strolling_the_street|正 在 街 头 上 散 步 时
qstr_on_a_pilgrimage|正 在 朝 圣 时 
qstr_a_member_of_the_loca|一 个 当 地 民 兵 团 的 成 员 
qstr_on_patrol|正 在 巡 逻 时 
qstr_patrolling_the_town|正 在 城 市 里 巡 逻 时 
qstr_investigating_suspic|正 在 调 查 可 疑 活 动 时 
qstr_a_local_militiaman|一 个 当 地 的 民 兵 
qstr_hunting_for_his_lord|正 搜 寻 他 的 领 主 时 
qstr_a_soldier_from_the_c|一 个 从 城 堡 来 的 士 兵 
qstr_on_guard_duty|正 在 站 岗 时 
qstr_a_soldier_who_would_|一 个 不 肯 透 漏 姓 名 的 士 兵 
qstr_scouting_the_area|正 在 那 里 巡 逻 时 
qstr_a_young_noble_lad|一 位 年 轻 的 贵 族 小 伙 子 
qstr_looking_for_a_friend|正 在 寻 找 朋 友 时 
qstr_on_important_busines|正 在 做 一 件 大 生 意 时 
qstr_meeting_someone|正 会 见 某 人 时 
qstr_hunting_a_stag|正 在 狩 猎 野 鹿 时 
qstr_traveling_to_his_fat|正 前 往 检 查 他 父 亲 的 遗 产 时 
qstr_a_caravan_guard|一 个 车 队 守 卫 
qstr_looking_for_his_mate|正 在 寻 找 同 伴 时 
qstr_waiting_to_meet_his_|正 等 待 他 的 下 一 个 契 约 时 
qstr_checking_the_horses|正 在 检 查 马 时 
qstr_scouting_ahead_of_hi|正 在 车 队 前 巡 逻 时 
qstr_catching_up_to_the_c|正 在 赶 上 一 辆 大 篷 车 时 
qstr_escorting_a_caravan|正 在 护 送 车 队 时 
qstr_a_bounty_hunter|一 个 赏 金 猎 人 
qstr_following_up_on_a_le|正 在 跟 随 前 进 时 
qstr_waiting_to_meet_an_i|正 等 待 会 见 一 个 重 要 的 人 时 
qstr_on_the_trail_of_a_no|正 在 追 踪 一 个 臭 名 昭 着 的 逃 犯 时 
qstr_asking_if_we_had_see|正 在 问 我 们 是 否 看 到 了 该 地 区 的 土 匪 时 
qstr_a_Mercenary_Sellswor|一 个 售 剑 者 
qstr_waiting_for_his_serg|正 等 待 他 的 中 士 时 
qstr_on_his_way_to_town|正 在 去 城 市 的 路 上 时 
qstr_asking_if_we_knew_wh|正 问 我 们 哪 儿 能 找 到 工 作 时 
qstr_a_Militia_Warder|一 个 民 兵 守 卫 
qstr_checking_on_a_recrui|正 在 检 查 新 兵 时 
qstr_waiting_to_meet_a_bo|正 等 待 会 见 赏 金 猎 人 时 
qstr_asking_if_we_had_seen|正 问 我 们 是 否 找 到 他 的 朋 友 时 
qstr_a_young_Noble_by_the|一 个 叫 {s12}领 主 的 年 轻 贵 族 
qstr_on_important_business|正 和 一 位 领 主 谈 着 重 要 事 务 时 
qstr_a_wandering_Ranger_b|一 个 叫 做 {s12}的 在 闲 逛 的 巡 逻 员 
qstr_preparing_to_leave_t|正 准 备 离 开 小 镇 时 
qstr_investigating_someth|正 在 调 查 奇 怪 的 事 时 
qstr_waiting_for_a_fellow|正 等 待 巡 逻 员 同 伴 时 
qstr_a_good_squire_named_|一 个 叫 做 {s12}的 好 乡 绅 
qstr_waiting_for_his_Lord|正 等 待 他 的 领 主 时 
qstr_meeting_a_friend|正 在 会 见 朋 友 时 
qstr_going_to_meet_his_Lo|正 去 见 他 的 领 主 时 
qstr_a_neighbor_of_mine|一 个 我 的 邻 居 
qstr_on_his_way_to_the_sh|正 在 购 物 的 路 上 时 
qstr_walking_to_work|正 走 路 去 工 作 时 
qstr_a_relative_of_a_frie|一 位 朋 友 的 亲 戚 
qstr_on_his_way_to_his_ma|正 在 去 他 自 己 商 店 的 路 上 时 
qstr_looking_for_his_litt|正 寻 找 他 的 弟 弟 时 
qstr_my_distant_cousin_na|一 位 我 的 叫 做 {s12}的 远 房 亲 戚 
qstr_avoiding_his_wife|正 避 开 他 的 老 婆 时 
qstr_looking_for_his_son|正 寻 找 他 的 儿 子 时 
qstr_my_sister_s_husband_|我 姐 姐 的 丈 夫 的 表 弟 
qstr_avoiding_his_mother_|正 避 开 他 的 岳 母 时 
qstr_looking_for_his_wayw|正 寻 找 她 任 性 的 儿 子 时 
qstr_a_few_days_ago|不 久 前 
qstr_last_night|昨 晚 
qstr_earlier_this_morning|今 早 
qstr_yesterday|昨 天 
qstr_after_sundown_yester|昨 天 日 落 后 
qstr_while_dining_yesterd|昨 天 晚 餐 时 
qstr_at_breakfast_this_mo|今 早 用 餐 时 
qstr_while_at_the_merchan|在 商 店 
qstr_in_the_tavern|在 小 酒 馆 
qstr_in_the_street|在 大 街 
qstr_outside_the_walls|在 墙 外 
qstr_in_the_castle_courty|在 城 堡 大 厅 里 
qstr_noon_yesterday|昨 日 中 午 
qstr_recently|不 久 
qstr_I_heard_{s9}_from_{s|我 从 {s11}听 到 {s9}， 
qstr_I_was_told_{s13}_of_|我 从 {s11}那 里 听 说 {s13}的 {s9}， 
qstr_Hmm_{s13}_I_heard_{s|嗯 ， {s13}我 从 {s11}听 到 {s9}， 
qstr_I_heard_{s9}_from_{s1|我 从 {s11}， {s13}听 到 {s9}， 
qstr_I_met_{s11}_{s13}_wh|我 会 见 {s11}， {s13}告 诉 我 {s9}， 
qstr_I_came_across_{s9}_f|我 恰 巧 经 过 那 里 ， 从 {s11}听 到 {s9}， 
qstr_On_a_chance_encounte|偶 然 间 ， 我 从 {s11}听 到 {s9}， 
qstr_I_ran_into_{s11}_{s1|我 撞 见 {s11}， {s13}， 他 通 知 我 {s9}， 
qstr_I_bumped_into_{s11}_|我 碰 上 {s11}， {s13}， 他 向 我 转 达 {s9}， 
qstr_I_overheard_{s9}_fro|我 偶 然 从 {s11}听 到 {s9}， 
qstr_Snake_Cult|拜 蛇 教 
qstr_Jatu|迦 图 
qstr_thieves_and_bandits_|山 林 小 偷 和 土 匪 
qstr_Noldor|诺 多 
qstr_D_Shar_Steppe_Raider|德 夏 草 原 入 侵 者 
qstr_recent_events_that_s|最 近 发 生 的 不 同 寻 常 的 事 
qstr_outlaws_and_forest_b|不 法 之 徒 和 丛 林 绑 匪 
qstr_outlaws_and_highwaym|不 法 之 徒 和 抢 劫 犯 
qstr_rogue_and_outlawed_K|流 氓 和 非 法 骑 士 
qstr_various_adventure_co|各 类 冒 险 团 
qstr_Heretics|异 端 信 徒 
qstr_Red_Brotherhood|红 色 兄 弟 会 
qstr_Knights_of_Eventide|黄 昏 骑 士 
qstr_Knights_of_the_Dawn|黎 明 骑 士 
qstr_Mettenheim|梅 滕 海 姆 
qstr_Singalians|辛 加 尔 
qstr_travellers|旅 行 者 
qstr_the_accursed_{s14}|被 诅 咒 的 {s14}
qstr_the_vile_{s14}|恶 劣 的 {s14}
qstr_the_damned_{s14}|该 死 的 {s14}
qstr_the_barbaric_{s14}|野 蛮 的 {s14}
qstr_the_horrid_{s14}|噩 梦 般 的 {s14}
qstr_the_filthy_{s14}|下 流 的 {s14}
qstr_days|天 
qstr_in_the_afternoon|下 午 
qstr_fresh|新 鲜 的 
qstr_in_the_morning|早 上 
qstr_fresh_cool|冰 冷 的 
qstr_nights|晚 
qstr_after_dark|天 黑 后 
qstr_fresh_night|天 刚 黑 
qstr_after_sunset|日 落 后 
qstr_night|晚 上 
qstr__few_{s7}_ago|几 {s7}前 
qstr_h_yes_it_was_two_{s7|大 概 两 {s7}前 ， {s17}
qstr_hh_it_was_yesterday_|昨 天 ， {s17}
qstr_bout_three_{s7}_ago|大 约 三 {s7}前 
qstr__handful_of_{s7}_ago|几 {s7}前
qstr__few_{s7}_past_{s17}|几 {s7}前 ， {s17}
qstr_{s41}|{s41}
qstr_{s42}|{s42}
qstr_{s43}|{s43}
qstr_taking_a_stroll|正 在 散 步 时
qstr_headed_to_the_tavern|正 向 酒 馆 出 发 时
qstr_walking_home|正 走 路 回 家 时
qstr_getting_some_{s18}_a|正 呼 吸 着 {s18}的 空 气 时
qstr_enjoying_the_{s18}_a|正 享 受 着 {s18}的 空 气 时
qstr_he|他
qstr_A{s12}_{s50}_was_{s3|{s12}， 在 {s50} {s30}， 
qstr_When_{s50}_was_{s30}|当 {s50} {s30}， {s12}， 
qstr_A{s12}_when_{s50}_wa|{s12}， 当 {s50} {s30}， 
qstr_We_came_across_{s11}|当 他 {s30}时 ， 我 碰 到 {s11}， 他 告 诉 我 {s9}。 
qstr_Aye_{s13}_we_encount|哎 ， {s13}我 们 碰 到 {s11}告 诉 我 们 {s9}。 
qstr_Yes_{s13}_we_encount|是 ， {s13}当 他 {s30}， 我 们 碰 到 {s11}。 我 们 进 行 了 简 短 的 交 谈 ， 在 此 期 间 ， 他 转 达 了 {s9}。 
qstr_Hmm_{s13}_we_came_up|嗯 ， {s13}当 他 {s30}， 我 们 碰 到 {s11}。 我 们 进 行 了 友 好 的 交 谈 ， 他 让 我 们 知 道 {s9}。 
qstr_Well_{s13}_we_met_{s|好 ， {s13}当 他 {s30}， 我 们 碰 到 {s11}。 他 告 诉 我 们 {s9}。 
qstr_{s4}_{s34}|{s4}{s34}
qstr_{s15}^{s10}|{s15}^{s10}
qstr_{s30}^{s3}|{s30}^{s3}
qstr_^^^Unfortunately_the|^^^不 幸 的 是 ， 这 些 装 备 中 没 有 什 么 可 挑 的 。 
qstr_{s2}_equipped_{s1}.|{s2}装 备 了 {s1}。 
qstr_{s2}_{s1}|{s2}， {s1}
qstr_{s2}_and_{s1}|{s2}和 {s1}
qstr_{s2}|{s2}
qstr_{reg0}_noble_recruit|{reg0}名 贵 族 加 入 了 你 的 阵 营 ， {reg1?({reg1}名 因 为 你 有 神 庙 与 教 堂{reg2? ， {reg2}名 因 为 你 的 荣 誉 ):)}:{reg2?({reg2}名 因 为 你 的 荣 誉 ):}}。 
qstr_There_are_whispering|一 项 消 息 在 平 民 之 间 流 传 :贵 族 们 正 打 算 加 入 你 的 阵 营 ！ 
qstr_Your_Noldor_opponent|您 的 诺 多 精 灵 对 手 已 经 做 好 了 准 备 ， 你 必 须 击 败 {reg1}人 ， 才 能 成 功 地 完 成 训 练 。 
qstr_ranks|线 列 阵 
qstr_shield_wall|盾 墙 
qstr_wedge|楔 形 阵
qstr_square|方 阵 
qstr_up|上 
qstr_Infantry_forming_{s1|步 兵 组 成 了 {s1}。 
qstr_Not_enough_infantry_|没 有 足 够 的 步 兵 组 成 {s1}， 只 能 坚 守 。 
qstr_Cavalry_forming_{s1}|骑 兵 组 成 了 {s1}。 
qstr_Not_enough_cavalry_t|没 有 足 够 的 骑 兵 组 成 {s1}， 只 能 坚 守 。 
qstr_Archers_forming_{s1}|弓 兵 组 成 了 {s1}。 
qstr_Not_enough_archers_t|没 有 足 够 的 弓 兵 组 成 {s1}， 只 能 坚 守 。 
qstr_Infantry_formation_d|步 兵 阵 型 被 解 散 了 。 
qstr_Cavalry_formation_di|骑 兵 阵 型 被 解 散 了 。 
qstr_Archer_formation_dis|弓 兵 阵 型 被 解 散 了 。 
qstr_The_{s10}_in_{s2}_ha|{s2}的 {s10}被 当 地 工 匠 完 全 修 复 了 。 
qstr_The_craftsmen_of_{s2|{s2}的 工 匠 部 分 修 复 了 {s10}。 
qstr_You_have_gained_{reg|你 的 {s1}积 分 提 高 了 {reg1}点 。 
qstr_You_have_lost_{reg1}|你 的 {s1}积 分 减 少 了 {reg1}点 。 
qstr_{s1}_{s2}_Knight|{s1}{s2}骑 士 
qstr_{s1}_{s2}_Knights|{s1}{s2}骑 士 
qstr_{s1}_{s2}|{s1}{s2}
qstr_The_secrets_of_makin|骑 士 团 已 经 得 到 了 制 作 {s2}的 秘 诀 。 
qstr_{s1}|{s1}
qstr_{reg8}|{reg8}
qstr_You_ve_been_pimped_u|你 被 出 卖 了 ！ 
qstr_{reg4}_killed_{reg5}|{reg4}击 杀 ， {reg5}击 晕 
qstr_{s0}^{s1}:_{reg3}__{|{s0}^{s1}: {reg3}({s2})
qstr_{s0}^{s1}_ally_:_{re|{s0}^{s1}(盟 友 ):{reg3}({s2})
qstr_{s0}^{s1}_enemy_:_{r|{s0}^{s1}(敌 人 ):{reg3}({s2})
qstr_not_enough_gold|钱 不 够 
qstr_inventory_is_full|物 品 栏 已 满 
qstr_{reg40}_denars_left|剩 余 {reg40}第 纳 尔 
qstr_Forming_ranks.|组 成 阵 型 。 
qstr_Gained_{reg33}_XP|增 加 {reg33}经 验 
qstr_Top_tier_troops_just|顶 阶 兵 刚 刚 离 开 了 {s2}的 驻 军 。 
qstr_The_purge_order_has_|清 除 指 令 已 被 执 行 。 
qstr_You_ve_got_the_keys_|你 拿 到 了 牢 房 钥 匙 。 
qstr_You_have_escaped_fro|你 在 与 书 记 官 的 战 斗 中 逃 走 了 。 和 鬼 夫 人 再 次 谈 话。 
