
itm_no_item|INVALID ITEM 
itm_leather_steppe_cap_c|草 原 帽 
itm_leather_steppe_cap_c_pl|草 原 帽 
itm_leather_steppe_cap_a|草 原 帽 
itm_leather_steppe_cap_a_pl|草 原 帽 
itm_nordic_veteran_archer_helmet|菲 尔 兹 威 老 兵 皮 盔 
itm_nordic_veteran_archer_helmet_pl|菲 尔 兹 威 老 兵 皮 盔 
itm_skullcap|无 边 便 帽 
itm_skullcap_pl|无 边 便 帽  
itm_mail_coif|垫 肩 锁 子 甲 头 巾 
itm_mail_coif_pl|垫 肩 锁 子 甲 头 巾 
itm_footman_helmet|步 兵 盔 
itm_footman_helmet_pl|步 兵 盔 
itm_nasal_helmet|护 鼻 盔 
itm_nasal_helmet_pl|护 鼻 盔 
itm_leather_neck_helmet|覆 铁 皮 盔 
itm_leather_neck_helmet_pl|覆 铁 皮 盔 
itm_sipahi_helmet_a|西 帕 希 盔 
itm_sipahi_helmet_a_pl|西 帕 希 盔 
itm_norman_helmet|诺 曼 盔 
itm_norman_helmet_pl|诺 曼 盔 
itm_spiked_helmet|尖 顶 盔 
itm_spiked_helmet_pl|尖 顶 盔 
itm_nordic_footman_helmet|菲 尔 兹 威 步 兵 盔 
itm_nordic_footman_helmet_pl|菲 尔 兹 威 步 兵 盔 
itm_dshar_war_helmet|德 夏 战 盔 
itm_dshar_war_helmet_pl|德 夏 战 盔 
itm_segmented_helmet|组 合 盔 
itm_segmented_helmet_pl|组 合 盔 
itm_helmet_empire_conscript|帝 国 征 召 兵 盔 
itm_helmet_empire_conscript_pl|帝 国 征 召 兵 盔 
itm_mail_neck_helmet|锁 子 甲 护 颈 盔 
itm_mail_neck_helmet_pl|锁 子 甲 护 颈 盔 
itm_nordic_fighter_helmet|菲 尔 兹 威 斗 士 盔 
itm_nordic_fighter_helmet_pl|菲 尔 兹 威 斗 士 盔 
itm_helmet_with_neckguard|护 颈 盔 
itm_helmet_with_neckguard_pl|护 颈 盔 
itm_helmet_shahi|沙 希 盔 
itm_helmet_shahi_pl|沙 希 盔 
itm_melitine_helmet|马 里 廷 盔 
itm_melitine_helmet_pl|马 里 廷 盔 
itm_kettle_hat|锅 盔 
itm_kettle_hat_pl|锅 盔 
itm_nordic_helmet|凡 斯 凯 瑞 盔 
itm_nordic_helmet_pl|凡 斯 凯 瑞 盔 
itm_flat_topped_helmet|平 顶 盔 
itm_flat_topped_helmet_pl|平 顶 盔 
itm_visorless_sallet|无 沿 轻 盔 
itm_visorless_sallet_pl|无 沿 轻 盔 
itm_jacok_morion_pop|高 顶 盔 
itm_jacok_morion_pop_pl|高 顶 盔 
itm_helmet_cap_and_chain|锁 子 甲 帽 盔 
itm_helmet_cap_and_chain_pl|锁 子 甲 帽 盔 
itm_skull_helm|萨 满 骷 髅 盔 
itm_skull_helm_pl|萨 满 骷 髅 盔 
itm_spangenhelm|夹 铁 盔 
itm_spangenhelm_pl|夹 铁 盔 
itm_barclay_pot_helm|巴 克 利 罐 盔 
itm_barclay_pot_helm_pl|巴 克 利 罐 盔 
itm_helmet_chain_mask_kettlehelm|锁 子 甲 覆 面 锅 盔 
itm_helmet_chain_mask_kettlehelm_pl|锁 子 甲 覆 面 锅 盔 
itm_bascinet|中 头 盔 
itm_bascinet_pl|中 头 盔 
itm_bascinet_2|护 颈 锁 子 甲 中 头 盔 
itm_bascinet_2_pl|护 颈 锁 子 甲 中 头 盔 
itm_bascinet_3|护 鼻 中 头 盔 
itm_bascinet_3_pl|护 鼻 中 头 盔 
itm_vaegir_noble_helmet|凛 鸦 境 贵 族 盔 
itm_vaegir_noble_helmet_pl|凛 鸦 境 贵 族 盔 
itm_armet_normal|活 动 面 罩 盔 
itm_armet_normal_pl|活 动 面 罩 盔 
itm_armet_plumed|饰 羽 活 动 面 罩 盔 
itm_armet_plumed_pl|饰 羽 活 动 面 罩 盔 
itm_armet_open|活 动 面 罩 盔 （ 打 开 ） 
itm_armet_open_pl|活 动 面 罩 盔 （ 打 开 ） 
itm_armet_open_plumed|饰 羽 活 动 面 罩 盔 （ 打 开 ） 
itm_armet_open_plumed_pl|饰 羽 活 动 面 罩 盔 （ 打 开 ） 
itm_faceplate_iron|铁 制 护 面 盔 
itm_faceplate_iron_pl|铁 制 护 面 盔 
itm_guard_helmet|护 卫 盔 
itm_guard_helmet_pl|护 卫 盔 
itm_vaegir_war_helmet|凛 鸦 境 战 盔 
itm_vaegir_war_helmet_pl|凛 鸦 境 战 盔 
itm_nemean_helm|尼 米 亚 狂 狮 盔 
itm_nemean_helm_pl|尼 米 亚 狂 狮 盔 
itm_helmet_empire_legion|军 团 盔 
itm_helmet_empire_legion_pl|军 团 盔 
itm_fluted_helmet|凹 槽 圆 盔 
itm_fluted_helmet_pl|凹 槽 圆 盔 
itm_nordic_huscarl_helmet|菲 尔 兹 威 近 卫 盔 
itm_nordic_huscarl_helmet_pl|菲 尔 兹 威 近 卫 盔 
itm_dshar_spiked_helmet|德 夏 尖 顶 盔 
itm_dshar_spiked_helmet_pl|德 夏 尖 顶 盔 
itm_bear_helm|熊 爪 盔 
itm_bear_helm_pl|熊 爪 盔 
itm_helmet_mercenary|佣 兵 盔 
itm_helmet_mercenary_pl|佣 兵 盔 
itm_helmet_vanskerry_warleader|凡 斯 凯 瑞 首 领 盔 
itm_helmet_vanskerry_warleader_pl|凡 斯 凯 瑞 首 领 盔 
itm_helm_dshar_warrior|德 夏 战 士 盔 
itm_helm_dshar_warrior_pl|德 夏 战 士 盔 
itm_helmet_torbah_warrior|托 巴 战 士 盔 
itm_helmet_torbah_warrior_pl|托 巴 战 士 盔 
itm_helmet_marinus|帝 国 步 战 兵 盔 
itm_helmet_marinus_pl|帝 国 步 战 兵 盔 
itm_empire_steel_helmet|帝 国 钢 盔 
itm_empire_steel_helmet_pl|帝 国 钢 盔 
itm_vendel|菲 尔 兹 威 海 盗 盔 
itm_vendel_pl|菲 尔 兹 威 海 盗 盔 
itm_nordic_warlord_helmet|菲 尔 兹 威 军 阀 盔 
itm_nordic_warlord_helmet_pl|菲 尔 兹 威 军 阀 盔 
itm_faceplate_mail_helmet|覆 面 板 链 复 合 盔 
itm_faceplate_mail_helmet_pl|覆 面 板 链 复 合 盔 
itm_helmet_faceplate|覆 面 盔 
itm_helmet_faceplate_pl|覆 面 盔 
itm_adventurer_heume|冒 险 者 盔 
itm_adventurer_heume_pl|冒 险 者 盔 
itm_adventurer_helm|冒 险 者 开 面 盔 
itm_adventurer_helm_pl|冒 险 者 开 面 盔 
itm_vecc_helm_tail|菲 卡 维 亚 盔 
itm_vecc_helm_tail_pl|菲 卡 维 亚 盔 
itm_vecc_helm_tail_open|菲 卡 维 亚 开 面 盔 
itm_vecc_helm_tail_open_pl|菲 卡 维 亚 开 面 盔 
itm_helmet_vanskerry_snouz|凡 斯 凯 瑞 遮 面 锁 子 甲 盔 
itm_helmet_vanskerry_snouz_pl|凡 斯 凯 瑞 遮 面 锁 子 甲 盔 
itm_jarl_helmet|菲 尔 兹 威 雅 尔 盔 
itm_jarl_helmet_pl|菲 尔 兹 威 雅 尔 盔 
itm_iron_simple_sallet|铁 制 简 易 夏 雷 尔 盔 
itm_iron_simple_sallet_pl|铁 制 简 易 夏 雷 尔 盔 
itm_iron_sallet_with_yellow_feather|饰 黄 羽 铁 制 夏 雷 尔 盔 （ 单 羽 ） 
itm_iron_sallet_with_yellow_feather_pl|饰 黄 羽 铁 制 夏 雷 尔 盔 （ 单 羽 ） 
itm_helmet_ravenstern|凛 鸦 境 盔 
itm_helmet_ravenstern_pl|凛 鸦 境 盔 
itm_steel_barbutte|巴 布 塔 盔 
itm_steel_barbutte_pl|巴 布 塔 盔 
itm_iron_sallet|铁 制 夏 雷 尔 盔 
itm_iron_sallet_pl|铁 制 夏 雷 尔 盔 
itm_steel_simple_sallet|钢 制 简 易 夏 雷 尔 盔 
itm_steel_simple_sallet_pl|钢 制 简 易 夏 雷 尔 盔 
itm_steel_simple_sallet_with_red_feather|饰 红 羽 钢 制 简 易 夏 雷 尔 盔 （ 单 羽 ） 
itm_steel_simple_sallet_with_red_feather_pl|饰 红 羽 钢 制 简 易 夏 雷 尔 盔 （ 单 羽 ） 
itm_steel_sallet_with_red_feathers|饰 红 羽 钢 制 夏 雷 尔 盔 （ 三 羽 ） 
itm_steel_sallet_with_red_feathers_pl|饰 红 羽 钢 制 夏 雷 尔 盔 （ 三 羽 ） 
itm_steel_sallet_with_yellow_feathers|饰 黄 羽 钢 制 夏 雷 尔 盔 （ 三 羽 ） 
itm_steel_sallet_with_yellow_feathers_pl|饰 黄 羽 钢 制 夏 雷 尔 盔 （ 三 羽 ） 
itm_full_helm|全 盔 
itm_full_helm_pl|全 盔 
itm_empire_blacksteel_helmet|帝 国 守 卫 盔 
itm_empire_blacksteel_helmet_pl|帝 国 守 卫 盔 
itm_dread_helm|恐 惧 军 团 盔 
itm_dread_helm_pl|恐 惧 军 团 盔 
itm_valsgarde|菲 尔 兹 威 侍 卫 盔 
itm_valsgarde_pl|菲 尔 兹 威 侍 卫 盔 
itm_kiergard_helm_with_mail|铁 甲 卫 士 锁 子 甲 盔 
itm_kiergard_helm_with_mail_pl|铁 甲 卫 士 锁 子 甲 盔 
itm_kiergard_helm|铁 甲 卫 士 盔 
itm_kiergard_helm_pl|铁 甲 卫 士 盔 
itm_strange_steel_simple_sallet|怪 异 钢 制 简 易 夏 雷 尔 盔
itm_strange_steel_simple_sallet_pl|怪 异 钢 制 简 易 夏 雷 尔 盔
itm_helmet_torbah_mask|托 巴 面 罩 盔 
itm_helmet_torbah_mask_pl|托 巴 面 罩 盔 
itm_kiergard_helm_silver_with_mail|银 雾 锁 子 甲 盔 
itm_kiergard_helm_silver_with_mail_pl|银 雾 锁 子 甲 盔 
itm_kiergard_helm_silver|银 雾 游 侠 盔 
itm_kiergard_helm_silver_pl|银 雾 游 侠 盔 
itm_maciejowski_helmet|带 翼 桶 盔 
itm_maciejowski_helmet_pl|带 翼 桶 盔 
itm_great_helmet|桶 盔 
itm_great_helmet_pl|桶 盔 
itm_fierd_helm_2|菲 尔 兹 威 夹 铁 盔 
itm_fierd_helm_2_pl|菲 尔 兹 威 夹 铁 盔 
itm_fierd_helm_1|菲 尔 兹 威 重 型 夹 铁 盔 
itm_fierd_helm_1_pl|菲 尔 兹 威 重 型 夹 铁 盔 
itm_fierd_helm_1_horned|菲 尔 兹 威 夹 铁 角 盔 
itm_fierd_helm_1_horned_pl|菲 尔 兹 威 夹 铁 角 盔 
itm_immortal_helmet|不 朽 冠 军 盔 
itm_immortal_helmet_pl|不 朽 冠 军 盔 
itm_immortal_helmet_a|不 朽 者 盔 
itm_immortal_helmet_a_pl|不 朽 者 盔 
itm_empire_gold_helmet|金 色 帝 国 盔 
itm_empire_gold_helmet_pl|金 色 帝 国 盔 
itm_helmet_empire_immortal|百 夫 长 盔 
itm_helmet_empire_immortal_pl|百 夫 长 盔 
itm_steel_sallet|钢 制 夏 雷 尔 盔 
itm_steel_sallet_pl|钢 制 夏 雷 尔 盔 
itm_ishkam_helm|艾 希 科 曼 盔 
itm_ishkam_helm_pl|艾 希 科 曼 盔 
itm_helmet_torbah_chieftain|托 巴 酋 长 盔 
itm_helmet_torbah_chieftain_pl|托 巴 酋 长 盔 
itm_barclay_helm|巴 克 利 桶 盔 
itm_barclay_helm_pl|巴 克 利 桶 盔 
itm_great_sugarloaf_helm|骑 士 巨 盔 
itm_great_sugarloaf_helm_pl|骑 士 巨 盔 
itm_melitine_mask_bronze|马 里 廷 铜 制 面 罩 盔 
itm_melitine_mask_bronze_pl|马 里 廷 铜 制 面 罩 盔 
itm_maximilian_helmet|马 克 西 米 利 安 盔 
itm_maximilian_helmet_pl|马 克 西 米 利 安 盔 
itm_maximilian_helmet_open|马 克 西 米 利 安 盔 
itm_maximilian_helmet_open_pl|马 克 西 米 利 安 盔 
itm_maximilian_helmet_horned|马 克 西 米 利 安 角 盔 
itm_maximilian_helmet_horned_pl|马 克 西 米 利 安 角 盔 
itm_maximilian_helmet_horned2|马 克 西 米 利 安 角 盔 
itm_maximilian_helmet_horned2_pl|马 克 西 米 利 安 角 盔 
itm_zitta_bascinet|吉 塔 中 头 盔 
itm_zitta_bascinet_pl|吉 塔 中 头 盔 
itm_zitta_bascinet_horned|吉 塔 带 角 中 头 盔 
itm_zitta_bascinet_horned_pl|吉 塔 带 角 中 头 盔 
itm_khergit_helmet|迦 图 盔 
itm_khergit_helmet_pl|迦 图 盔 
itm_khergit_cavalry_helmet|迦 图 骑 兵 盔 
itm_khergit_cavalry_helmet_pl|迦 图 骑 兵 盔 
itm_khergit_war_helmet|迦 图 战 盔 
itm_khergit_war_helmet_pl|迦 图 战 盔 
itm_khergit_guard_helmet|迦 图 护 盔 
itm_khergit_guard_helmet_pl|迦 图 护 盔 
itm_jatu_mask_helm|迦 图 面 具 盔 
itm_jatu_mask_helm_pl|迦 图 面 具 盔 
itm_jatu_faceless_helm|迦 图 无 面 盔 
itm_jatu_faceless_helm_pl|迦 图 无 面 盔 
itm_rav_footman_helm|凛 鸦 境 步 兵 盔 （ 无 面 甲 ） 
itm_rav_footman_helm_pl|凛 鸦 境 步 兵 盔 （ 无 面 甲 ） 
itm_rav_bascinet|凛 鸦 境 武 装 盔 
itm_rav_bascinet_pl|凛 鸦 境 武 装 盔 
itm_rav_open_bascinet|凛 鸦 境 武 装 盔 （ 打 开 ） 
itm_rav_open_bascinet_pl|凛 鸦 境 武 装 盔 （ 打 开 ） 
itm_sarleon_greathelm|烈 狮 境 圆 顶 中 头 盔
itm_sarleon_greathelm_pl|烈 狮 境 圆 顶 中 头 盔
itm_helmet_sarleon_knight_plume|烈 狮 境 圆 顶 中 头 盔 （ 打 开 ） 
itm_helmet_sarleon_knight_plume_pl|烈 狮 境 圆 顶 中 头 盔 （ 打 开 ） 
itm_great_helm|掀 面 桶 盔 
itm_great_helm_pl|掀 面 桶 盔 
itm_feather_bascinet_1|饰 黑 羽 尖 面 盔 （ 三 羽 ） 
itm_feather_bascinet_1_pl|饰 黑 羽 尖 面 盔 （ 三 羽 ） 
itm_helmet_hounskull_royal_open|皇 家 尖 面 盔 （ 打 开 ） 
itm_helmet_hounskull_royal_open_pl|皇 家 尖 面 盔 （ 打 开 ） 
itm_helmet_hounskull_bascinet|饰 彩 羽 尖 面 盔 （ 三 羽 ） 
itm_helmet_hounskull_bascinet_pl|饰 彩 羽 尖 面 盔 （ 三 羽 ） 
itm_visored_bascinet|覆 面 武 装 盔 
itm_visored_bascinet_pl|覆 面 武 装 盔 
itm_visored_bascinet_tailed|垂 饰 覆 面 武 装 盔 
itm_visored_bascinet_tailed_pl|垂 饰 覆 面 武 装 盔 
itm_visored_bascinet_open|覆 面 武 装 盔 （ 打 开 ） 
itm_visored_bascinet_open_pl|覆 面 武 装 盔 （ 打 开 ） 
itm_helmet_hounskull_bascinet_open_a|巴 克 利 尖 面 盔 （ 打 开 ） 
itm_helmet_hounskull_bascinet_open_a_pl|巴 克 利 尖 面 盔 （ 打 开 ） 
itm_helmet_hounskull_bascinet_open_b|巴 克 利 饰 羽 尖 面 盔 （ 打 开 ） 
itm_helmet_hounskull_bascinet_open_b_pl|巴 克 利 饰 羽 尖 面 盔 （ 打 开 ） 
itm_helmet_hounskull_bascinet_open_c|圆 顶 中 头 盔 （ 打 开 ） 
itm_helmet_hounskull_bascinet_open_c_pl|圆 顶 中 头 盔 （ 打 开 ） 
itm_feather_bascinet_2|饰 黑 羽 圆 顶 中 头 盔 （ 单 羽 ） 
itm_feather_bascinet_2_pl|饰 黑 羽 圆 顶 中 头 盔 （ 单 羽 ） 
itm_open_bascinet_irb|饰 羽 中 头 盔 （ 无 面 甲 ） 
itm_open_bascinet_irb_pl|饰 羽 中 头 盔 （ 无 面 甲 ） 
itm_flat_bascinet_tailed_open_irb|带 顶 翎 掀 面 桶 盔 （ 打 开 ） 
itm_flat_bascinet_tailed_open_irb_pl|带 顶 翎 掀 面 桶 盔 （ 打 开 ） 
itm_flat_bascinet_tailed_irb|带 顶 翎 掀 面 桶 盔
itm_flat_bascinet_tailed_irb_pl|带 顶 翎 掀 面 桶 盔
itm_black_rounded_bascinet|垂 饰 圆 顶 中 头 盔 
itm_black_rounded_bascinet_pl|垂 饰 圆 顶 中 头 盔 
itm_black_rounded_bascinet_open|垂 饰 圆 顶 中 头 盔 （ 打 开 ） 
itm_black_rounded_bascinet_open_pl|垂 饰 圆 顶 中 头 盔 （ 打 开 ） 
itm_hounskull_bascinet_tailed_irb|锤 饰 尖 面 盔 
itm_hounskull_bascinet_tailed_irb_pl|锤 饰 尖 面 盔 
itm_silver_7_helmet|银 色 黎 明 武 装 盔 
itm_silver_7_helmet_pl|银 色 黎 明 武 装 盔 
itm_silver_3_helmet|银 色 黎 明 武 装 盔 （ 打 开 ） 
itm_silver_3_helmet_pl|银 色 黎 明 武 装 盔 （ 打 开 ） 
itm_silver_4_helmet|银 色 掀 面 桶 盔 （ 打 开 ） 
itm_silver_4_helmet_pl|银 色 掀 面 桶 盔 （ 打 开 ） 
itm_silver_9_helmet|银 色 尖 面 盔 
itm_silver_9_helmet_pl|银 色 尖 面 盔 
itm_silver_10_helmet|银 色 圆 顶 中 头 盔 
itm_silver_10_helmet_pl|银 色 圆 顶 中 头 盔 
itm_silver_1_helmet|银 色 垂 饰 圆 顶 中 头 盔 
itm_silver_1_helmet_pl|银 色 垂 饰 圆 顶 中 头 盔 
itm_silver_2_helmet|银 色 饰 羽 掀 面 桶 盔 
itm_silver_2_helmet_pl|银 色 饰 羽 掀 面 桶 盔 
itm_silver_1b_helmet|银 色 中 头 盔 （ 无 面 甲 ） 
itm_silver_1b_helmet_pl|银 色 中 头 盔 （ 无 面 甲 ） 
itm_silver_2b_helmet|银 色 垂 饰 尖 面 盔 （ 打 开 ） 
itm_silver_2b_helmet_pl|银 色 垂 饰 尖 面 盔 （ 打 开 ） 
itm_silver_3b_helmet|银 色 武 装 盔 
itm_silver_3b_helmet_pl|银 色 武 装 盔 
itm_silver_4b_helmet|银 色 圆 顶 中 头 盔 
itm_silver_4b_helmet_pl|银 色 圆 顶 中 头 盔 
itm_azure_6_helmet|天 蓝 色 中 头 盔 （ 无 面 甲 ） 
itm_azure_6_helmet_pl|天 蓝 色 中 头 盔 （ 无 面 甲 ） 
itm_azure_7_helmet|饰 羽 天 蓝 色 武 装 盔（ 打 开 ） 
itm_azure_7_helmet_pl|饰 羽 天 蓝 色 武 装 盔（ 打 开 ） 
itm_azure_8_helmet|天 蓝 色 掀 面 桶 盔 
itm_azure_8_helmet_pl|天 蓝 色 掀 面 桶 盔 
itm_azure_9_helmet|天 蓝 色 尖 面 盔 （ 打 开 ） 
itm_azure_9_helmet_pl|天 蓝 色 尖 面 盔 （ 打 开 ） 
itm_azure_10_helmet|天 蓝 色 圆 顶 中 头 盔 
itm_azure_10_helmet_pl|天 蓝 色 圆 顶 中 头 盔 
itm_outrider_helm|巡 狩 中 头 盔 （ 无 面 甲 ） 
itm_outrider_helm_pl|巡 狩 中 头 盔 （ 无 面 甲 ） 
itm_green_2_helmet|巡 林 者 垂 饰 中 头 盔 （ 无 面 甲 ） 
itm_green_2_helmet_pl|巡 林 者 垂 饰 中 头 盔 （ 无 面 甲 ） 
itm_green_1_helmet|巡 林 者 饰 羽 掀 面 桶 盔 （ 打 开 ） 
itm_green_1_helmet_pl|巡 林 者 饰 羽 掀 面 桶 盔 （ 打 开 ） 
itm_green_4_helmet|绿 色 圆 顶 中 头 盔 （ 打 开 ） 
itm_green_4_helmet_pl|绿 色 圆 顶 中 头 盔 （ 打 开 ） 
itm_green_3_helmet|绿 色 饰 羽 尖 面 盔 
itm_green_3_helmet_pl|绿 色 饰 羽 尖 面 盔 
itm_black_1_helmet|黑 色 饰 羽 盔 （ 无 面 甲 ） 
itm_black_1_helmet_pl|黑 色 饰 羽 盔 （ 无 面 甲 ） 
itm_helmet_knight_unicorn_open|独 角 兽 盔 （ 打 开 ） 
itm_helmet_knight_unicorn_open_pl|独 角 兽 盔 （ 打 开 ） 
itm_helmet_knight_unicorn|独 角 兽 盔 
itm_helmet_knight_unicorn_pl|独 角 兽 盔 
itm_black_2_helmet|黑 色 饰 红 羽 掀 面 桶 盔 （ 单 羽 ） 
itm_black_2_helmet_pl|黑 色 饰 红 羽 掀 面 桶 盔 （ 单 羽 ） 
itm_black_3_helmet|黑 色 垂 饰 圆 顶 中 头 盔 （ 单 羽 ） 
itm_black_3_helmet_pl|黑 色 垂 饰 圆 顶 中 头 盔 （ 单 羽 ） 
itm_helmet_black_hounskull_a|黑 色 圆 顶 中 头 盔 
itm_helmet_black_hounskull_a_pl|黑 色 圆 顶 中 头 盔 
itm_helmet_black_hounskull_b|黑 色 饰 黑 羽 圆 顶 中 头 盔 （ 三 羽 ） 
itm_helmet_black_hounskull_b_pl|黑 色 饰 黑 羽 圆 顶 中 头 盔 （ 三 羽 ） 
itm_black_7_helmet|乌 木 饰 羽 武 装 盔 （ 三 羽 ） 
itm_black_7_helmet_pl|乌 木 饰 羽 武 装 盔 （ 三 羽 ） 
itm_black_8_helmet|乌 鸦 掀 面 桶 盔 
itm_black_8_helmet_pl|乌 鸦 掀 面 桶 盔 
itm_supreme_raven_helm|至 高 乌 鸦 掀 面 桶 盔 
itm_supreme_raven_helm_pl|至 高 乌 鸦 掀 面 桶 盔 
itm_black_9_helmet|狮 鹫 中 头 盔 （ 无 面 甲 ） 
itm_black_9_helmet_pl|狮 鹫 中 头 盔 （ 无 面 甲 ） 
itm_steel_1_helmet|饰 羽 中 头 盔 （ 无 面 甲 ） 
itm_steel_1_helmet_pl|饰 羽 中 头 盔 （ 无 面 甲 ） 
itm_steel_2_helmet|武 装 盔 （ 打 开 ） 
itm_steel_2_helmet_pl|武 装 盔 （ 打 开 ） 
itm_steel_3_helmet|掀 面 桶 盔 
itm_steel_3_helmet_pl|掀 面 桶 盔 
itm_darkhelm|黑 色 骑 士 盔 （ 打 开 ） 
itm_darkhelm_pl|黑 色 骑 士 盔 （ 打 开 ） 
itm_helmet_hounskull_sarleon|烈 狮 境 尖 面 盔 
itm_helmet_hounskull_sarleon_pl|烈 狮 境 尖 面 盔 
itm_helmet_hounskull_sarleon_open|烈 狮 境 尖 面 盔 （ 打 开 ） 
itm_helmet_hounskull_sarleon_open_pl|烈 狮 境 尖 面 盔 （ 打 开 ） 
itm_helmet_rounded_bascinet|圆 顶 中 头 盔 
itm_helmet_rounded_bascinet_pl|圆 顶 中 头 盔 
itm_steel_4_helmet|钢 制 圆 顶 中 头 盔 
itm_steel_4_helmet_pl|钢 制 圆 顶 中 头 盔 
itm_steel_5_helmet|狮 纹 中 头 盔 （ 打 开 ） 
itm_steel_5_helmet_pl|狮 纹 中 头 盔 （ 打 开 ） 
itm_helmet_great_gold_plated|带 黑 白 饰 翼 桶 盔 
itm_helmet_great_gold_plated_pl|带 黑 白 饰 翼 桶 盔 
itm_helmet_knight_helm|骑 士 尖 顶 桶 盔 
itm_helmet_knight_helm_pl|骑 士 尖 顶 桶 盔 
itm_helmet_horned_01|龙 纹 带 角 桶 盔 
itm_helmet_horned_01_pl|龙 纹 带 角 桶 盔 
itm_great_helm_2|龙 纹 桶 盔 
itm_great_helm_2_pl|龙 纹 桶 盔 
itm_winged_great_helmet|狮 鹫 桶 盔 
itm_winged_great_helmet_pl|狮 鹫 桶 盔 
itm_helmet_molded_great|铸 造 桶 盔 
itm_helmet_molded_great_pl|铸 造 桶 盔 
itm_great_helm_1|桶 盔 
itm_great_helm_1_pl|桶 盔 
itm_winged_great_helmet_1|红 绿 双 色 带 翼 巨 盔 
itm_winged_great_helmet_1_pl|红 绿 双 色 带 翼 巨 盔 
itm_great_helmet_silver_1|银 色 桶 盔 
itm_great_helmet_silver_1_pl|银 色 桶 盔 
itm_great_helmet_silver_3|银 色 桶 盔 
itm_great_helmet_silver_3_pl|银 色 桶 盔 
itm_great_helmet_silver_6|带 角 桶 盔 
itm_great_helmet_silver_6_pl|带 角 桶 盔 
itm_great_helmet_silver_7|带 蓝 黄 双 色 翼 桶 盔 
itm_great_helmet_silver_7_pl|带 蓝 黄 双 色 翼 桶 盔 
itm_great_helmet_silver_8|银 色 带 角 巨 盔 
itm_great_helmet_silver_8_pl|银 色 带 角 巨 盔 
itm_great_helmet_silver_5|黎 明 带 翼 桶 盔 
itm_great_helmet_silver_5_pl|黎 明 带 翼 桶 盔 
itm_great_helmet_silver_2|银 色 桶 盔 
itm_great_helmet_silver_2_pl|银 色 桶 盔 
itm_helmet_knight_helm_black|黑 色 骑 士 巨 盔 
itm_helmet_knight_helm_black_pl|黑 色 骑 士 巨 盔 
itm_helmet_knight_helm_black|黑 色 骑 士 巨 盔 
itm_helmet_knight_helm_black_pl|黑 色 骑 士 巨 盔 
itm_eventide_helm_cape|带 披 风 黄 昏 骑 士 桶 盔 
itm_eventide_helm_cape_pl|带 披 风 黄 昏 骑 士 桶 盔 
itm_eventide_helm|黄 昏 骑 士 桶 盔 
itm_eventide_helm_pl|黄 昏 骑 士 桶 盔 
itm_great_horned_helm_3|白 绿 双 色 骑 士 桶 盔 
itm_great_horned_helm_3_pl|白 绿 双 色 骑 士 桶 盔 
itm_great_helmet_black_1|黑 色 桶 盔 
itm_great_helmet_black_1_pl|黑 色 桶 盔 
itm_great_helmet_black_3|红 黄 双 色 骑 士 桶 盔 
itm_great_helmet_black_3_pl|红 黄 双 色 骑 士 桶 盔 
itm_helmet_horned_02|黑 色 带 角 桶 盔 
itm_helmet_horned_02_pl|黑 色 带 角 桶 盔 
itm_hood_white_silver_1|白 兜 帽 银 色 桶 盔 
itm_hood_white_silver_1_pl|白 兜 帽 银 色 桶 盔 
itm_hood_white_silver_2|白 兜 帽 银 色 尖 面 盔 
itm_hood_white_silver_2_pl|白 兜 帽 银 色 尖 面 盔 
itm_hood_white_black_1|白 兜 帽 黑 色 桶 盔 
itm_hood_white_black_1_pl|白 兜 帽 黑 色 桶 盔 
itm_hood_white_black_2|白 兜 帽 黑 色 尖 面 盔 
itm_hood_white_black_2_pl|白 兜 帽 黑 色 尖 面 盔 
itm_hood_white_iron_1|白 兜 帽 桶 盔 
itm_hood_white_iron_1_pl|白 兜 帽 桶 盔 
itm_hood_white_iron_2|白 兜 帽 圆 顶 中 头 盔 
itm_hood_white_iron_2_pl|白 兜 帽 圆 顶 中 头 盔 
itm_hood_white_silver_3|白 兜 帽 金 银 双 色 桶 盔 
itm_hood_white_silver_3_pl|白 兜 帽 金 银 双 色 桶 盔 
itm_hood_white_silver_4|白 兜 帽 银 色 圆 顶 中 头 盔
itm_hood_white_silver_4_pl|白 兜 帽 银 色 圆 顶 中 头 盔
itm_hood_white_iron_3|白 兜 帽 金 色 桶 盔 
itm_hood_white_iron_3_pl|白 兜 帽 金 色 桶 盔 
itm_hood_white_iron_4|白 兜 帽 尖 面 盔 
itm_hood_white_iron_4_pl|白 兜 帽 尖 面 盔 
itm_hood_black_black_1|黑 兜 帽 暗 金 双 色 桶 盔 
itm_hood_black_black_1_pl|黑 兜 帽 暗 金 双 色 桶 盔 
itm_hood_black_black_2|黑 兜 帽 暗 色 尖 面 盔 
itm_hood_black_black_2_pl|黑 兜 帽 暗 色 尖 面 盔 
itm_hood_black_black_3|黑 兜 帽 暗 色 桶 盔 
itm_hood_black_black_3_pl|黑 兜 帽 暗 色 桶 盔 
itm_hood_black_black_4|黑 兜 帽 暗 色 圆 顶 中 头 盔 
itm_hood_black_black_4_pl|黑 兜 帽 暗 色 圆 顶 中 头 盔 
itm_hood_black_black_5|黑 兜 帽 黑 色 桶 盔 
itm_hood_black_black_5_pl|黑 兜 帽 黑 色 桶 盔 
itm_hood_black_iron_1|黑 兜 帽 金 色 桶 盔 
